truck_id,route_id,stop_number,node_id,order_id,address,comuna,lat,lon,distance_from_previous_km,arrival,service_start,service_end,demand_g,demand_cm3,demand_kg,demand_m3,status
2,1,1,ORD-CL-202612-000084_203258279,ORD-CL-202612-000084,"avenida santa rosa 7174, Providencia, Santiago, Chile",Providencia,-33.451112067767,-70.644328276561,1.4621,09:04,09:04,09:09,74783,486004,74.783000,0.486004,Entregado
2,1,2,ORD-CL-202612-000252_10595944  8,ORD-CL-202612-000252,"calle arturo prat 9278, Ñuñoa, Santiago, Chile",Ñuñoa,-33.453402322018,-70.64843783275,1.0927,09:11,09:11,09:16,19210,86567,19.210000,0.086567,Entregado
2,1,3,ORD-CL-202612-000161_146386625,ORD-CL-202612-000161,"avenida. libertador bernardo o'higgins 9819, Macul, Santiago, Chile",Macul,-33.445144865673,-70.657354633884,1.7511,09:20,09:20,09:25,154350,454502,154.350000,0.454502,Entregado
2,1,4,ORD-CL-202612-000040_204734613,ORD-CL-202612-000040,"avenida. libertador bernardo o'higgins 1672, Peñalolén, Santiago, Chile",Peñalolén,-33.446366739047,-70.659795829536,0.3014,09:26,09:26,09:31,228325,1215464,228.325000,1.215464,Entregado
2,1,5,ORD-CL-202612-000029_221499706,ORD-CL-202612-000029,"calle compania de jesus 7303, Independencia, Santiago, Chile",Independencia,-33.439443881362,-70.659929081174,0.9400,09:33,09:33,09:38,171365,1487933,171.365000,1.487933,Entregado
2,1,6,ORD-CL-202612-000241_220312237,ORD-CL-202612-000241,"calle amunategui 3146, Las Condes, Santiago, Chile",Las Condes,-33.439185,-70.6581195,0.5375,09:40,09:40,09:45,1212,1404,1.212000,0.001404,Entregado
2,2,1,ORD-CL-202612-000074_71332179,ORD-CL-202612-000074,"avenida. departamental 4795, Quinta Normal, Santiago, Chile",Quinta Normal,-33.509816421691,-70.590848385799,8.5889,10:15,10:15,10:20,164675,1196098,164.675000,1.196098,Entregado
2,2,2,ORD-CL-202612-000225_229042840,ORD-CL-202612-000225,"avenida. la florida 934, Peñalolén, Santiago, Chile",Peñalolén,-33.51012985368,-70.588463232828,0.8636,10:22,10:22,10:27,137961,1119902,137.961000,1.119902,Entregado
2,2,3,ORD-CL-202612-000131_174462588,ORD-CL-202612-000131,"avenida. departamental 6863, Providencia, Santiago, Chile",Providencia,-33.510764655935,-70.571297927655,1.5989,10:31,10:31,10:36,169681,1177147,169.681000,1.177147,Entregado
3,1,1,ORD-CL-202612-000076_211884031,ORD-CL-202612-000076,"calle merced 1295, Recoleta, Santiago, Chile",Recoleta,-33.436856985775,-70.639216119699,2.4052,09:06,09:06,09:11,223055,1605694,223.055000,1.605694,Entregado
3,1,2,ORD-CL-202612-000114_195137682,ORD-CL-202612-000114,"calle estado 238, Ñuñoa, Santiago, Chile",Ñuñoa,-33.439837914631,-70.649503921461,1.2887,09:14,09:14,09:19,205414,1304414,205.414000,1.304414,Entregado
3,1,3,ORD-CL-202612-000227_6510437  1,ORD-CL-202612-000227,"calle bandera 1508, Independencia, Santiago, Chile",Independencia,-33.435311103444,-70.652919322764,0.8120,09:21,09:21,09:26,13150,88731,13.150000,0.088731,Entregado
3,1,4,ORD-CL-202612-000216_52957852,ORD-CL-202612-000216,"calle teatinos 535, La Florida, Santiago, Chile",La Florida,-33.437351590692,-70.655411738276,0.5198,09:27,09:27,09:32,100266,509683,100.266000,0.509683,Entregado
3,1,5,ORD-CL-202612-000236_22813500  2,ORD-CL-202612-000236,"avenida mapocho 9885, La Reina, Santiago, Chile",La Reina,-33.433015296903,-70.680525177475,3.0100,09:39,09:39,09:44,22356,153905,22.356000,0.153905,Entregado
3,1,6,ORD-CL-202612-000047_14175945    6,ORD-CL-202612-000047,"avenida. pajaritos 3788, La Reina, Santiago, Chile",La Reina,-33.458617911353,-70.713213175,5.1748,09:57,09:57,10:02,8764,29983,8.764000,0.029983,Entregado
3,1,7,ORD-CL-202612-000185_83399781,ORD-CL-202612-000185,"avenida. macul 791, Santiago, Santiago, Chile",Santiago,-33.499603740296,-70.596054909733,13.7882,10:35,10:35,10:40,11855,27788,11.855000,0.027788,Entregado
3,2,1,ORD-CL-202612-000198_130854087,ORD-CL-202612-000198,"avenida. kennedy 7474, Peñalolén, Santiago, Chile",Peñalolén,-33.503591714858,-70.587363254487,8.8531,11:18,11:18,11:23,351854,2895733,351.854000,2.895733,Entregado
4,1,1,ORD-CL-202612-000254_88154490,ORD-CL-202612-000254,"avenida. irarrazaval 3007, La Florida, Santiago, Chile",La Florida,-33.454797635509,-70.599927185735,3.2554,09:08,09:08,09:13,93023,789015,93.023000,0.789015,Entregado
4,1,2,ORD-CL-202612-000362_123561909,ORD-CL-202612-000362,"avenida. americo vespucio 9821, Ñuñoa, Santiago, Chile",Ñuñoa,-33.458712704793,-70.572698913035,2.6938,09:19,09:19,09:24,53097,296219,53.097000,0.296219,Entregado
4,1,3,ORD-CL-202612-000214_92456335,ORD-CL-202612-000214,"avenida. irarrazaval 8877, Peñalolén, Santiago, Chile",Peñalolén,-33.45343260721,-70.570883932789,0.7208,09:26,09:26,09:31,113706,703396,113.706000,0.703396,Entregado
4,1,4,ORD-CL-202612-000246_8738877  8,ORD-CL-202612-000246,"avenida. tobalaba 7259, Maipú, Santiago, Chile",Maipú,-33.449659033716,-70.561315238345,1.2763,09:34,09:34,09:39,81211,415527,81.211000,0.415527,Entregado
4,1,5,ORD-CL-202612-000097_110443192,ORD-CL-202612-000097,"calle bandera 7702, Ñuñoa, Santiago, Chile",Ñuñoa,-33.461731990549,-70.55674039319,1.6148,09:43,09:43,09:48,45213,291538,45.213000,0.291538,Entregado
4,1,6,ORD-CL-202612-000128_97639700,ORD-CL-202612-000128,"calle bandera 9916, Peñalolén, Santiago, Chile",Peñalolén,-33.461731990549,-70.55674039319,0.0000,09:48,09:48,09:53,163666,835219,163.666000,0.835219,Entregado
4,1,7,ORD-CL-202612-000386_173427377,ORD-CL-202612-000386,"avenida. las condes 5550, Ñuñoa, Santiago, Chile",Ñuñoa,-33.393780951086,-70.544870869114,8.2465,10:13,10:13,10:18,48086,119733,48.086000,0.119733,Entregado
4,1,8,ORD-CL-202612-000035_18489688    3,ORD-CL-202612-000035,"avenida. kennedy 5660, Estación Central, Santiago, Chile",Estación Central,-33.399183664571,-70.575145944257,3.2736,10:26,10:26,10:31,15056,90100,15.056000,0.090100,Entregado
4,1,9,ORD-CL-202612-000200_7995605  2,ORD-CL-202612-000200,"avenida la florida 4780, Santiago, Santiago, Chile",Santiago,-33.519541520429,-70.580606754106,15.2006,11:07,11:07,11:12,27854,134501,27.854000,0.134501,Entregado
4,1,10,ORD-CL-202612-000181_6219949  0,ORD-CL-202612-000181,"calle morande 1976, Puente Alto, Santiago, Chile",Puente Alto,-33.623068248205,-70.595178389269,14.1697,11:46,11:46,11:51,36521,53708,36.521000,0.053708,Entregado
4,2,1,ORD-CL-202612-000003_7941056  6,ORD-CL-202612-000003,"avenida. kennedy 5315, Independencia, Santiago, Chile",Independencia,-33.402123811586,-70.580377304719,9.0031,13:01,13:01,13:06,236554,1898356,236.554000,1.898356,Entregado
4,2,2,ORD-CL-202612-000086_73835094,ORD-CL-202612-000086,"avenida. matta 4411, Las Condes, Santiago, Chile",Las Condes,-33.4144312,-70.5570261,3.0273,13:13,13:13,13:18,274353,1775647,274.353000,1.775647,Entregado
5,1,1,ORD-CL-202612-000173_93122655,ORD-CL-202612-000173,"calle morande 3445, Recoleta, Santiago, Chile",Recoleta,-33.438592072714,-70.653890494051,3.4273,09:08,09:08,09:13,210078,1528234,210.078000,1.528234,Entregado
5,1,2,ORD-CL-202612-000255_88760271,ORD-CL-202612-000255,"calle morande 3445, Santiago, Santiago, Chile",Santiago,-33.438592072714,-70.653890494051,0.0000,09:13,09:13,09:18,302165,2115034,302.165000,2.115034,Entregado
5,1,3,ORD-CL-202612-000083_104691534,ORD-CL-202612-000083,"avenida. la florida 9689, Quinta Normal, Santiago, Chile",Quinta Normal,-33.546747798544,-70.568840558205,16.2027,09:57,09:57,10:02,24411,104833,24.411000,0.104833,Entregado
5,2,1,ORD-CL-202612-000041_58842814,ORD-CL-202612-000041,"avenida. grecia 8422, Peñalolén, Santiago, Chile",Peñalolén,-33.475307433467,-70.544859581431,9.0718,10:55,10:55,11:00,215049,1561493,215.049000,1.561493,Entregado
5,2,2,ORD-CL-202612-000172_21961796  1,ORD-CL-202612-000172,"avenida. tobalaba 7018, Peñalolén, Santiago, Chile",Peñalolén,-33.51005757486,-70.560805956256,4.8763,11:12,11:12,11:17,236682,1648344,236.682000,1.648344,Entregado
6,1,1,ORD-CL-202612-000257_217834513,ORD-CL-202612-000257,"calle morande 7161, Recoleta, Santiago, Chile",Recoleta,-33.438592072714,-70.653890494051,3.4273,09:08,09:08,09:13,69168,465381,69.168000,0.465381,Entregado
6,1,2,ORD-CL-202612-000156_225559170,ORD-CL-202612-000156,"calle amunategui 8910, Peñalolén, Santiago, Chile",Peñalolén,-33.439185,-70.6581195,0.6408,09:15,09:15,09:20,243283,2012563,243.283000,2.012563,Entregado
6,1,3,ORD-CL-202612-000005_203293099,ORD-CL-202612-000005,"calle catedral 6899, Independencia, Santiago, Chile",Independencia,-33.438297133888,-70.659944515034,0.5575,09:21,09:21,09:26,245264,1188721,245.264000,1.188721,Entregado
6,2,1,ORD-CL-202612-000124_204531108,ORD-CL-202612-000124,"avenida. americo vespucio 4961, La Florida, Santiago, Chile",La Florida,-33.527659933794,-70.603555166444,9.3634,09:59,09:59,10:04,201606,1508206,201.606000,1.508206,Entregado
6,2,2,ORD-CL-202612-000090_75992709,ORD-CL-202612-000090,"avenida. la florida 7983, Macul, Santiago, Chile",Macul,-33.526656936214,-70.577165525823,2.6089,10:10,10:10,10:15,119266,891971,119.266000,0.891971,Entregado
6,2,3,ORD-CL-202612-000043_104691534,ORD-CL-202612-000043,"avenida. la florida 9689, Quinta Normal, Santiago, Chile",Quinta Normal,-33.546747798544,-70.568840558205,2.3519,10:21,10:21,10:26,166556,1157260,166.556000,1.157260,Entregado
7,1,1,ORD-CL-202612-000008_83363320,ORD-CL-202612-000008,"avenida. manuel montt 685, Recoleta, Santiago, Chile",Recoleta,-33.434187064428,-70.616980515261,3.5433,09:09,09:09,09:14,68827,451168,68.827000,0.451168,Entregado
7,1,2,ORD-CL-202612-000068_16822988  5,ORD-CL-202612-000068,"calle teatinos 1540, Providencia, Santiago, Chile",Providencia,-33.4323744,-70.6098356,0.8790,09:16,09:16,09:21,314366,2708871,314.366000,2.708871,Entregado
7,1,3,ORD-CL-202612-000247_196940954,ORD-CL-202612-000247,"avenida. independencia 2139, Independencia, Santiago, Chile",Independencia,-33.406846332269,-70.661344128149,7.2670,09:38,09:38,09:43,51279,220130,51.279000,0.220130,Entregado
7,1,4,ORD-CL-202612-000274_133249077,ORD-CL-202612-000274,"calle arturo prat 2679, Recoleta, Santiago, Chile",Recoleta,-33.392635497567,-70.648814695608,2.7772,09:50,09:50,09:55,77121,270510,77.121000,0.270510,Entregado
7,2,1,ORD-CL-202612-000154_19779462  2,ORD-CL-202612-000154,"calle huerfanos 3861, San Miguel, Santiago, Chile",San Miguel,-33.525094614009,-70.669644233893,10.8283,10:40,10:40,10:45,292310,2460104,292.310000,2.460104,Entregado
7,2,2,ORD-CL-202612-000232_155950952,ORD-CL-202612-000232,"avenida. manuel montt 6241, Quinta Normal, Santiago, Chile",Quinta Normal,-33.561637797813,-70.563228642125,12.6442,11:15,11:15,11:20,190061,1131598,190.061000,1.131598,Entregado
8,1,1,ORD-CL-202612-000037_138726383,ORD-CL-202612-000037,"calle amunategui 5971, Macul, Santiago, Chile",Macul,-33.439310150229,-70.65673419836,3.6873,09:09,09:09,09:14,310168,1918602,310.168000,1.918602,Entregado
8,1,2,ORD-CL-202612-000125_13728526  8,ORD-CL-202612-000125,"avenida. mapocho 1404, Ñuñoa, Santiago, Chile",Ñuñoa,-33.432010556237,-70.665504759079,1.7091,09:18,09:18,09:23,75044,649948,75.044000,0.649948,Entregado
8,1,3,ORD-CL-202612-000048_7062851  9,ORD-CL-202612-000048,"avenida. las condes 2824, Independencia, Santiago, Chile",Independencia,-33.4223899,-70.6551983,2.5765,09:29,09:29,09:34,110769,757876,110.769000,0.757876,Entregado
8,1,4,ORD-CL-202612-000158_14233701  5,ORD-CL-202612-000158,"avenida. libertador bernardo o'higgins 2588, Lo Prado, Santiago, Chile",Lo Prado,-33.457177510953,-70.705575872792,7.5968,09:52,09:52,09:57,68552,409073,68.552000,0.409073,Entregado
8,2,1,ORD-CL-202612-000136_9255041  3,ORD-CL-202612-000136,"avenida. mapocho 7888, Lo Prado, Santiago, Chile",Lo Prado,-33.423777856888,-70.725998365319,10.8719,10:43,10:43,10:48,222421,1931605,222.421000,1.931605,Entregado
8,2,2,ORD-CL-202612-000057_199420292,ORD-CL-202612-000057,"calle bandera 7833, Maipú, Santiago, Chile",Maipú,-33.487640306581,-70.743786669683,8.5412,11:08,11:08,11:13,196188,1430081,196.188000,1.430081,Entregado
9,1,1,ORD-CL-202612-000250_51297436,ORD-CL-202612-000250,"avenida providencia 1433, San Miguel, Santiago, Chile",San Miguel,-33.428322897958,-70.618191394311,4.0054,09:10,09:10,09:15,213727,1643157,213.727000,1.643157,Entregado
9,1,2,ORD-CL-202612-000335_17893629  2,ORD-CL-202612-000335,"avenida. tobalaba 2189, Las Condes, Santiago, Chile",Las Condes,-33.429846716196,-70.586179233727,3.5596,09:23,09:23,09:28,170351,1311067,170.351000,1.311067,Entregado
9,1,3,ORD-CL-202612-000137_11669766  7,ORD-CL-202612-000137,"avenida. kennedy 5651, Independencia, Santiago, Chile",Independencia,-33.401634914616,-70.574191463298,4.4566,09:39,09:39,09:44,93849,752142,93.849000,0.752142,Entregado
9,2,1,ORD-CL-202612-000244_71172331,ORD-CL-202612-000244,"avenida. las condes 5070, Macul, Santiago, Chile",Macul,-33.393780951086,-70.544870869114,11.9102,10:35,10:35,10:40,140845,1206367,140.845000,1.206367,Entregado
9,2,2,ORD-CL-202612-000205_108843648,ORD-CL-202612-000205,"avenida. santa rosa 5380, La Florida, Santiago, Chile",La Florida,-33.557779358955,-70.560276230245,20.4320,11:29,11:29,11:34,365925,2148025,365.925000,2.148025,Entregado
10,1,1,ORD-CL-202612-000081_52073122,ORD-CL-202612-000081,"calle san diego 2452, Estación Central, Santiago, Chile",Estación Central,-33.476064461221,-70.646672678244,4.2018,09:10,09:10,09:15,119629,679723,119.629000,0.679723,Entregado
10,1,2,ORD-CL-202612-000239_52073122,ORD-CL-202612-000239,"calle san diego 2452, Estación Central, Santiago, Chile",Estación Central,-33.476064461221,-70.646672678244,0.0000,09:15,09:15,09:20,115033,881361,115.033000,0.881361,Entregado
10,1,3,ORD-CL-202612-000243_50530242,ORD-CL-202612-000243,"avenida. departamental 1018, Quinta Normal, Santiago, Chile",Quinta Normal,-33.504189391264,-70.652746449253,3.6525,09:29,09:29,09:34,66254,676064,66.254000,0.676064,Entregado
10,1,4,ORD-CL-202612-000134_165548003,ORD-CL-202612-000134,"calle estado 7420, San Miguel, Santiago, Chile",San Miguel,-33.4976634,-70.6639494,1.5796,09:38,09:38,09:43,205399,1450959,205.399000,1.450959,Entregado
10,2,1,ORD-CL-202612-000168_80591482,ORD-CL-202612-000168,"gran avenida jose miguel carrera 9890, Santiago, Santiago, Chile",Santiago,-33.550412600627,-70.671904153191,13.0525,10:31,10:31,10:36,303139,2150984,303.139000,2.150984,Entregado
10,2,2,ORD-CL-202612-000176_6031151  7,ORD-CL-202612-000176,"avenida. independencia 1274, Puente Alto, Santiago, Chile",Puente Alto,-33.602284759779,-70.591872728088,12.4117,11:06,11:06,11:11,208364,1022770,208.364000,1.022770,Entregado
11,1,1,ORD-CL-202612-000110_161115011,ORD-CL-202612-000110,"avenida. mapocho 2352, Recoleta, Santiago, Chile",Recoleta,-33.432085141083,-70.66711598545,5.1572,09:12,09:12,09:17,202656,1450023,202.656000,1.450023,Entregado
11,1,2,ORD-CL-202612-000182_19246133  9,ORD-CL-202612-000182,"avenida. mapocho 4083, La Florida, Santiago, Chile",La Florida,-33.432092204424,-70.690328454242,2.3815,09:23,09:23,09:28,242872,1972640,242.872000,1.972640,Entregado
11,1,3,ORD-CL-202612-000278_58354112,ORD-CL-202612-000278,"avenida. manuel montt 4909, La Florida, Santiago, Chile",La Florida,-33.561641179287,-70.563227552961,21.9260,10:21,10:21,10:26,35622,206857,35.622000,0.206857,Entregado
11,2,1,ORD-CL-202612-000229_222906804,ORD-CL-202612-000229,"calle estado 6774, Maipú, Santiago, Chile",Maipú,-33.508560698716,-70.766846961699,16.1497,11:41,11:41,11:46,327958,2706102,327.958000,2.706102,Entregado
12,1,1,ORD-CL-202612-000303_22692685  2,ORD-CL-202612-000303,"calle arturo prat 5100, Macul, Santiago, Chile",Macul,-33.492382779371,-70.614732792594,5.2601,09:13,09:13,09:18,213442,1378983,213.442000,1.378983,Entregado
12,1,2,ORD-CL-202612-000234_217198247,ORD-CL-202612-000234,"avenida. vicuna mackenna 4674, Quinta Normal, Santiago, Chile",Quinta Normal,-33.496160653669,-70.616217852069,0.8658,09:20,09:20,09:25,95654,529117,95.654000,0.529117,Entregado
12,1,3,ORD-CL-202612-000120_73965853,ORD-CL-202612-000120,"avenida. departamental 2586, Macul, Santiago, Chile",Macul,-33.508368922647,-70.608400861186,1.9130,09:29,09:29,09:34,65663,332504,65.663000,0.332504,Entregado
12,1,4,ORD-CL-202612-000146_137522388,ORD-CL-202612-000146,"calle estado 9631, Macul, Santiago, Chile",Macul,-33.510822345741,-70.61364324792,1.5588,09:38,09:38,09:43,140809,902335,140.809000,0.902335,Entregado
12,1,5,ORD-CL-202612-000056_17709152  5,ORD-CL-202612-000056,"calle estado 5634, Estación Central, Santiago, Chile",Estación Central,-33.484124523639,-70.679688741035,7.7534,10:02,10:02,10:07,118290,587142,118.290000,0.587142,Entregado
12,2,1,ORD-CL-202612-000285_75547549,ORD-CL-202612-000285,"calle compania de jesus 7238, Puente Alto, Santiago, Chile",Puente Alto,-33.583995246705,-70.558854351549,17.6506,11:06,11:06,11:11,195240,1054792,195.240000,1.054792,Entregado
12,2,2,ORD-CL-202612-000204_142763322,ORD-CL-202612-000204,"calle morande 7331, Puente Alto, Santiago, Chile",Puente Alto,-33.623068248205,-70.595178389269,7.2207,11:29,11:29,11:34,183258,1236738,183.258000,1.236738,Entregado
13,1,1,ORD-CL-202612-000065_125088177,ORD-CL-202612-000065,"avenida. grecia 5637, Recoleta, Santiago, Chile",Recoleta,-33.469250218791,-70.575738491425,6.1686,09:15,09:15,09:20,461169,2801701,461.169000,2.801701,Entregado
13,1,2,ORD-CL-202612-000034_18190145  8,ORD-CL-202612-000034,"avenida matta 7432, Peñalolén, Santiago, Chile",Peñalolén,-33.491494,-70.563254,3.8190,09:29,09:29,09:34,74702,641751,74.702000,0.641751,Entregado
13,1,3,ORD-CL-202612-000305_185184001,ORD-CL-202612-000305,"calle san antonio 7402, Puente Alto, Santiago, Chile",Puente Alto,-33.582325485706,-70.5648906359,12.1343,10:03,10:03,10:08,48152,231264,48.152000,0.231264,Entregado
13,2,1,ORD-CL-202612-000067_12592663    1,ORD-CL-202612-000067,"avenida. santa rosa 1012, Puente Alto, Santiago, Chile",Puente Alto,-33.629961575875,-70.629317175846,21.1756,11:39,11:39,11:44,324725,2511639,324.725000,2.511639,Entregado
14,1,1,ORD-CL-202612-000253_71125181,ORD-CL-202612-000253,"avenida. pedro de valdivia 9956, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,7.1502,09:17,09:17,09:22,104106,569851,104.106000,0.569851,Entregado
14,1,2,ORD-CL-202612-000281_11555733  9,ORD-CL-202612-000281,"calle monjitas 6333, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,0.0000,09:22,09:22,09:27,327246,2658601,327.246000,2.658601,Entregado
14,1,3,ORD-CL-202612-000063_94443217,ORD-CL-202612-000063,"avenida. mapocho 5244, Vitacura, Santiago, Chile",Vitacura,-33.428027451163,-70.706830206239,4.3113,09:38,09:38,09:43,83337,478858,83.337000,0.478858,Entregado
14,2,1,ORD-CL-202612-000132_108142076,ORD-CL-202612-000132,"avenida. santa rosa 5046, Puente Alto, Santiago, Chile",Puente Alto,-33.632756894603,-70.629956912226,21.5306,10:56,10:56,11:01,457326,3394657,457.326000,3.394657,Entregado
15,1,1,ORD-CL-202612-000375_7894878  8,ORD-CL-202612-000375,"calle huerfanos 6471, Quinta Normal, Santiago, Chile",Quinta Normal,-33.443791748191,-70.695842529595,7.3922,09:18,09:18,09:23,69286,620274,69.286000,0.620274,Entregado
15,1,2,ORD-CL-202612-000036_58822448,ORD-CL-202612-000036,"calle merced 8895, Quinta Normal, Santiago, Chile",Quinta Normal,-33.4277648,-70.708275,2.5775,09:29,09:29,09:34,274983,2221654,274.983000,2.221654,Entregado
15,1,3,ORD-CL-202612-000231_16753214  7,ORD-CL-202612-000231,"avenida. apoquindo 1827, Santiago, Santiago, Chile",Santiago,-33.425725185624,-70.529569247736,17.9949,10:17,10:17,10:22,125268,844085,125.268000,0.844085,Entregado
16,1,1,ORD-CL-202612-000007_177091525,ORD-CL-202612-000007,"calle estado 5634, Estación Central, Santiago, Chile",Estación Central,-33.484124523639,-70.679688741035,7.5027,09:18,09:18,09:23,295653,2404850,295.653000,2.404850,Entregado
16,1,2,ORD-CL-202612-000053_177778086,ORD-CL-202612-000053,"avenida. libertador bernardo o'higgins 5746, Santiago, Santiago, Chile",Santiago,-33.45905341466,-70.711806873953,5.7481,09:37,09:37,09:42,136555,1127713,136.555000,1.127713,Entregado
17,1,1,ORD-CL-202612-000058_11129072  4,ORD-CL-202612-000058,"avenida. departamental 6137, Recoleta, Santiago, Chile",Recoleta,-33.5131,-70.622,7.6700,09:18,09:18,09:23,395574,3032717,395.574000,3.032717,Entregado
17,1,2,ORD-CL-202612-000018_184841742,ORD-CL-202612-000018,"calle santo domingo 6604, La Florida, Santiago, Chile",La Florida,-33.570544265011,-70.57625975021,9.1858,09:45,09:45,09:50,69952,425140,69.952000,0.425140,Entregado
18,1,1,ORD-CL-202612-000145_17328690  8,ORD-CL-202612-000145,"avenida. departamental 8533, Ñuñoa, Santiago, Chile",Ñuñoa,-33.5131,-70.622,7.6700,09:18,09:18,09:23,298808,2045516,298.808000,2.045516,Entregado
18,1,2,ORD-CL-202612-000171_17328690  8,ORD-CL-202612-000171,"avenida. departamental 8533, Ñuñoa, Santiago, Chile",Ñuñoa,-33.5131,-70.622,0.0000,09:23,09:23,09:28,153171,1285196,153.171000,1.285196,Entregado
18,1,3,ORD-CL-202612-000014_107947201,ORD-CL-202612-000014,"calle san antonio 9747, Puente Alto, Santiago, Chile",Puente Alto,-33.582325485706,-70.5648906359,10.8792,09:55,09:55,10:00,73385,393231,73.385000,0.393231,Entregado
19,1,1,ORD-CL-202612-000138_6343287  3,ORD-CL-202612-000138,"avenida. grecia 943, Peñalolén, Santiago, Chile",Peñalolén,-33.474027681112,-70.552657722157,8.4386,09:20,09:20,09:25,428517,3117453,428.517000,3.117453,Entregado
19,1,2,ORD-CL-202612-000023_154609167,ORD-CL-202612-000023,"calle bandera 7800, Puente Alto, Santiago, Chile",Puente Alto,-33.623400546435,-70.607892130785,21.0352,10:16,10:16,10:21,76389,599434,76.389000,0.599434,Entregado
20,1,1,ORD-CL-202612-000165_203287315,ORD-CL-202612-000165,"avenida. pajaritos 9996, Las Condes, Santiago, Chile",Las Condes,-33.458617911353,-70.713213175,8.4865,09:20,09:20,09:25,115065,912503,115.065000,0.912503,Entregado
20,1,2,ORD-CL-202612-000152_58890293,ORD-CL-202612-000152,"calle santo domingo 8242, La Reina, Santiago, Chile",La Reina,-33.466177787982,-70.74751937457,3.7460,09:34,09:34,09:39,263344,1614724,263.344000,1.614724,Entregado
20,1,3,ORD-CL-202612-000142_6304052  0,ORD-CL-202612-000142,"avenida. vitacura 682, Quinta Normal, Santiago, Chile",Quinta Normal,-33.4277648,-70.708275,7.3217,09:57,09:57,10:02,201451,1184773,201.451000,1.184773,Entregado
