truck_id,route_id,stop_number,node_id,order_id,address,comuna,lat,lon,distance_from_previous_km,arrival,service_start,service_end,demand_g,demand_cm3,demand_kg,demand_m3,status
3,1,1,ORD-CL-202612-000175_139055910,ORD-CL-202612-000175,"avenida irarrazaval 7578, Providencia, Santiago, Chile",Providencia,-33.45361359789,-70.609348172711,2.3938,09:06,09:06,09:11,601926,3750000,601.926000,3.750000,Entregado
3,2,1,ORD-CL-202612-000223_73835094,ORD-CL-202612-000223,"avenida. matta 4411, Las Condes, Santiago, Chile",Las Condes,-33.4144312,-70.5570261,9.6110,09:40,09:40,09:45,201181,1447627,201.181000,1.447627,Entregado
3,2,2,ORD-CL-202612-000287_175695880,ORD-CL-202612-000287,"avenida. kennedy 6833, Ñuñoa, Santiago, Chile",Ñuñoa,-33.395392569618,-70.562902234824,2.7675,09:51,09:51,09:56,116209,859426,116.209000,0.859426,Entregado
3,2,3,ORD-CL-202612-000191_181489692,ORD-CL-202612-000191,"calle san antonio 448, Vitacura, Santiago, Chile",Vitacura,-33.373959979156,-70.509784684816,6.2932,10:11,10:11,10:16,86738,677934,86.738000,0.677934,Entregado
3,2,4,ORD-CL-202612-000102_58758596,ORD-CL-202612-000102,"avenida. manuel montt 5607, Las Condes, Santiago, Chile",Las Condes,-33.561639407314,-70.563228123709,25.5043,11:18,11:18,11:23,80783,426261,80.783000,0.426261,Entregado
3,2,5,ORD-CL-202612-000351_18429770  6,ORD-CL-202612-000351,"calle huerfanos 8536, Puente Alto, Santiago, Chile",Puente Alto,-33.605908216687,-70.515425220332,8.7427,11:44,11:44,11:49,51397,320408,51.397000,0.320408,Entregado
4,1,1,ORD-CL-202612-000428_88293540,ORD-CL-202612-000428,"avenida. matta 1351, Macul, Santiago, Chile",Macul,-33.459509906107,-70.651867701976,2.6397,09:06,09:06,09:11,101159,510373,101.159000,0.510373,Entregado
4,1,2,ORD-CL-202612-000192_62568991,ORD-CL-202612-000192,"calle teatinos 3427, Lo Prado, Santiago, Chile",Lo Prado,-33.444727838885,-70.654178327001,1.9051,09:16,09:16,09:21,43680,173840,43.680000,0.173840,Entregado
4,1,3,ORD-CL-202612-000410_205381444,ORD-CL-202612-000410,"calle teatinos 3114, Santiago, Santiago, Chile",Santiago,-33.444727838885,-70.654178327001,0.0000,09:21,09:21,09:26,61581,423051,61.581000,0.423051,Entregado
4,1,4,ORD-CL-202612-000292_14077834  4,ORD-CL-202612-000292,"calle san diego 9330, Lo Prado, Santiago, Chile",Lo Prado,-33.444107404651,-70.651651197417,0.2904,09:27,09:27,09:32,73608,640191,73.608000,0.640191,Entregado
4,1,5,ORD-CL-202612-000468_139634341,ORD-CL-202612-000468,"calle san diego 3902, La Reina, Santiago, Chile",La Reina,-33.444107404651,-70.651651197417,0.0000,09:32,09:32,09:37,220756,1558216,220.756000,1.558216,Entregado
4,1,6,ORD-CL-202612-000309_5205860  3,ORD-CL-202612-000309,"avenida. libertador bernardo o'higgins 5665, San Miguel, Santiago, Chile",San Miguel,-33.445144865673,-70.657354633884,0.5513,09:38,09:38,09:43,101575,403208,101.575000,0.403208,Entregado
4,2,1,ORD-CL-202612-000486_107960312,ORD-CL-202612-000486,"avenida. pajaritos 9591, Maipú, Santiago, Chile",Maipú,-33.471855687276,-70.737613975283,10.8253,10:18,10:18,10:23,133724,1037450,133.724000,1.037450,Entregado
4,2,2,ORD-CL-202612-000491_11157992  0,ORD-CL-202612-000491,"avenida. pajaritos 8388, Maipú, Santiago, Chile",Maipú,-33.471855687276,-70.737613975283,0.0000,10:23,10:23,10:28,197153,1329996,197.153000,1.329996,Entregado
4,2,3,ORD-CL-202612-000328_162877167,ORD-CL-202612-000328,"avenida. santa rosa 6749, Estación Central, Santiago, Chile",Estación Central,-33.481670350894,-70.73888649316,1.3859,10:31,10:31,10:36,119203,917594,119.203000,0.917594,Entregado
4,2,4,ORD-CL-202612-000545_16353195  1,ORD-CL-202612-000545,"avenida. pajaritos 2107, Providencia, Santiago, Chile",Providencia,-33.507035928578,-70.757174880237,4.0772,10:46,10:46,10:51,41630,352414,41.630000,0.352414,Entregado
5,1,1,ORD-CL-202612-000381_14150753  1,ORD-CL-202612-000381,"calle amunategui 144, Santiago, Santiago, Chile",Santiago,-33.442079905128,-70.656104652546,3.3676,09:08,09:08,09:13,162295,1372652,162.295000,1.372652,Entregado
5,1,2,ORD-CL-202612-000353_182903453,ORD-CL-202612-000353,"calle amunategui 8098, Ñuñoa, Santiago, Chile",Ñuñoa,-33.439310150229,-70.65673419836,0.3197,09:14,09:14,09:19,96957,815419,96.957000,0.815419,Entregado
5,1,3,ORD-CL-202612-000449_205604324,ORD-CL-202612-000449,"calle morande 6158, Macul, Santiago, Chile",Macul,-33.438592072714,-70.653890494051,0.2698,09:19,09:19,09:24,141662,953475,141.662000,0.953475,Entregado
5,1,4,ORD-CL-202612-000532_5630264  9,ORD-CL-202612-000532,"calle amunategui 3884, Vitacura, Santiago, Chile",Vitacura,-33.439185,-70.6581195,0.6408,09:26,09:26,09:31,76082,417193,76.082000,0.417193,Entregado
5,1,5,ORD-CL-202612-000395_185906697,ORD-CL-202612-000395,"calle catedral 2624, Ñuñoa, Santiago, Chile",Ñuñoa,-33.439583694769,-70.671978488737,1.6214,09:35,09:35,09:40,21002,79072,21.002000,0.079072,Entregado
5,1,6,ORD-CL-202612-000383_134779835,ORD-CL-202612-000383,"avenida. grecia 6060, Lo Prado, Santiago, Chile",Lo Prado,-33.470076100914,-70.571864178215,11.2379,10:07,10:07,10:12,24210,98246,24.210000,0.098246,Entregado
5,2,1,ORD-CL-202612-000302_7893622  9,ORD-CL-202612-000302,"calle teatinos 1584, Vitacura, Santiago, Chile",Vitacura,-33.3818347,-70.5658306,11.3389,10:54,10:54,10:59,530146,3750000,530.146000,3.750000,Entregado
6,1,1,ORD-CL-202612-000469_74992767,ORD-CL-202612-000469,"calle compania de jesus 5241, Providencia, Santiago, Chile",Providencia,-33.438575327266,-70.651712720779,3.3752,09:08,09:08,09:13,177537,1445267,177.537000,1.445267,Entregado
6,1,2,ORD-CL-202612-000308_58347903,ORD-CL-202612-000308,"avenida. independencia 8147, La Reina, Santiago, Chile",La Reina,-33.432313752099,-70.653016762533,0.9334,09:15,09:15,09:20,208036,1843517,208.036000,1.843517,Entregado
6,1,3,ORD-CL-202612-000477_14729367    0,ORD-CL-202612-000477,"avenida. recoleta 1848, Santiago, Santiago, Chile",Santiago,-33.428362894179,-70.646821158013,1.1863,09:23,09:23,09:28,42438,153374,42.438000,0.153374,Entregado
6,1,4,ORD-CL-202612-000212_11853776  8,ORD-CL-202612-000212,"calle catedral 3304, Quinta Normal, Santiago, Chile",Quinta Normal,-33.440255997435,-70.678864765813,3.7055,09:37,09:37,09:42,55449,230421,55.449000,0.230421,Entregado
6,1,5,ORD-CL-202612-000365_22359273  4,ORD-CL-202612-000365,"avenida. manuel montt 8349, Peñalolén, Santiago, Chile",Peñalolén,-33.561515349101,-70.563263006487,20.2820,10:31,10:31,10:36,24738,70847,24.738000,0.070847,Entregado
6,2,1,ORD-CL-202612-000487_94903105,ORD-CL-202612-000487,"avenida. vicuna mackenna 9874, La Florida, Santiago, Chile",La Florida,-33.547316706235,-70.587369915621,11.8765,11:41,11:41,11:46,197291,1461927,197.291000,1.461927,Entregado
6,2,2,ORD-CL-202612-000456_131390139,ORD-CL-202612-000456,"avenida. vicuna mackenna 9865, La Reina, Santiago, Chile",La Reina,-33.546447146842,-70.587861249838,0.0895,11:46,11:46,11:51,211798,1331726,211.798000,1.331726,Entregado
6,2,3,ORD-CL-202612-000466_206572862,ORD-CL-202612-000466,"avenida. manuel montt 8479, La Florida, Santiago, Chile",La Florida,-33.561514856752,-70.563263126264,4.4134,12:02,12:02,12:07,83171,716358,83.171000,0.716358,Entregado
7,1,1,ORD-CL-202612-000463_66437440,ORD-CL-202612-000463,"calle teatinos 1106, Macul, Santiago, Chile",Macul,-33.432477629816,-70.655740972137,3.7480,09:09,09:09,09:14,134927,924293,134.927000,0.924293,Entregado
7,1,2,ORD-CL-202612-000361_191160350,ORD-CL-202612-000361,"calle amunategui 6560, Vitacura, Santiago, Chile",Vitacura,-33.439185,-70.6581195,1.0050,09:16,09:16,09:21,145217,1235358,145.217000,1.235358,Entregado
7,1,3,ORD-CL-202612-000490_54726521,ORD-CL-202612-000490,"calle amunategui 3124, Vitacura, Santiago, Chile",Vitacura,-33.439185,-70.6581195,0.0000,09:21,09:21,09:26,162241,999150,162.241000,0.999150,Entregado
7,1,4,ORD-CL-202612-000322_16514129  5,ORD-CL-202612-000322,"calle compania de jesus 3674, San Miguel, Santiago, Chile",San Miguel,-33.439443881362,-70.659929081174,0.4259,09:27,09:27,09:32,99518,404728,99.518000,0.404728,Entregado
7,1,5,ORD-CL-202612-000220_18703849  2,ORD-CL-202612-000220,"calle san antonio 5691, Quinta Normal, Santiago, Chile",Quinta Normal,-33.427017413377,-70.725276927827,7.4381,09:50,09:50,09:55,39387,151081,39.387000,0.151081,Entregado
7,2,1,ORD-CL-202612-000589_129863283,ORD-CL-202612-000589,"calle san diego 7434, La Florida, Santiago, Chile",La Florida,-33.534224,-70.583539,11.8973,10:51,10:51,10:56,168897,1146707,168.897000,1.146707,Entregado
7,2,2,ORD-CL-202612-000427_11266059  7,ORD-CL-202612-000427,"avenida. las condes 3397, San Miguel, Santiago, Chile",San Miguel,-33.544457066159,-70.575793351677,2.0088,11:01,11:01,11:06,240048,1866705,240.048000,1.866705,Entregado
7,2,3,ORD-CL-202612-000411_21558419    3,ORD-CL-202612-000411,"calle san antonio 1349, Puente Alto, Santiago, Chile",Puente Alto,-33.582325485706,-70.5648906359,4.9948,11:17,11:17,11:22,55832,425421,55.832000,0.425421,Entregado
8,1,1,ORD-CL-202612-000408_10321726  6,ORD-CL-202612-000408,"avenida. manuel montt 6339, Recoleta, Santiago, Chile",Recoleta,-33.430496273257,-70.619214061417,3.7933,09:09,09:09,09:14,118056,744401,118.056000,0.744401,Entregado
8,1,2,ORD-CL-202612-000349_9610956  8,ORD-CL-202612-000349,"avenida. apoquindo 3723, Quinta Normal, Santiago, Chile",Quinta Normal,-33.415871890379,-70.591573284017,3.6764,09:23,09:23,09:28,149318,993701,149.318000,0.993701,Entregado
8,1,3,ORD-CL-202612-000455_21785699  3,ORD-CL-202612-000455,"avenida. apoquindo 4280, Independencia, Santiago, Chile",Independencia,-33.414511990446,-70.586059274886,0.5450,09:29,09:29,09:34,218099,1170111,218.099000,1.170111,Entregado
8,1,4,ORD-CL-202612-000421_140041742,ORD-CL-202612-000421,"avenida. kennedy 5560, Ñuñoa, Santiago, Chile",Ñuñoa,-33.399290974732,-70.575444020675,2.6893,09:41,09:41,09:46,65149,390353,65.149000,0.390353,Entregado
8,1,5,ORD-CL-202612-000310_138626361,ORD-CL-202612-000310,"avenida kennedy 5716, Vitacura, Santiago, Chile",Vitacura,-33.399070843499,-70.57485280523,1.2223,09:49,09:49,09:54,65112,411222,65.112000,0.411222,Entregado
8,2,1,ORD-CL-202612-000265_81948077,ORD-CL-202612-000265,"avenida. las condes 3925, Santiago, Santiago, Chile",Santiago,-33.393780951086,-70.544870869114,11.9102,10:45,10:45,10:50,335009,2696943,335.009000,2.696943,Entregado
8,2,2,ORD-CL-202612-000369_5766588  6,ORD-CL-202612-000369,"avenida. santa rosa 9461, Santiago, Santiago, Chile",Santiago,-33.549194819701,-70.63315554173,21.5150,11:42,11:42,11:47,121423,749217,121.423000,0.749217,Entregado
9,1,1,ORD-CL-202612-000450_22543918  4,ORD-CL-202612-000450,"calle catedral 3236, Recoleta, Santiago, Chile",Recoleta,-33.43829315557,-70.659886201605,3.9596,09:10,09:10,09:15,221476,1490401,221.476000,1.490401,Entregado
9,1,2,ORD-CL-202612-000359_22383761    1,ORD-CL-202612-000359,"calle catedral 7236, La Reina, Santiago, Chile",La Reina,-33.438297133888,-70.659944515034,0.0646,09:15,09:15,09:20,78664,551843,78.664000,0.551843,Entregado
9,1,3,ORD-CL-202612-000233_96896412,ORD-CL-202612-000233,"avenida. tobalaba 2551, Independencia, Santiago, Chile",Independencia,-33.4223899,-70.6551983,2.6665,09:26,09:26,09:31,288470,1525643,288.470000,1.525643,Entregado
9,2,1,ORD-CL-202612-000336_15304873  5,ORD-CL-202612-000336,"calle arturo prat 9820, Lo Prado, Santiago, Chile",Lo Prado,-33.443156974986,-70.751213005374,12.7744,10:14,10:14,10:19,256502,1662015,256.502000,1.662015,Entregado
9,2,2,ORD-CL-202612-000485_58794123,ORD-CL-202612-000485,"calle estado 300, Maipú, Santiago, Chile",Maipú,-33.508560698716,-70.766846961699,9.4064,10:42,10:42,10:47,239557,1474802,239.557000,1.474802,Entregado
9,2,3,ORD-CL-202612-000261_17416421  8,ORD-CL-202612-000261,"avenida. libertador bernardo o'higgins 8614, Puente Alto, Santiago, Chile",Puente Alto,-33.619133541704,-70.568635144195,26.3158,11:50,11:50,11:55,83719,475176,83.719000,0.475176,Entregado
10,1,1,ORD-CL-202612-000378_53614215,ORD-CL-202612-000378,"avenida. mapocho 1540, Peñalolén, Santiago, Chile",Peñalolén,-33.432009515544,-70.665436054908,4.8500,09:12,09:12,09:17,306717,2019943,306.717000,2.019943,Entregado
10,1,2,ORD-CL-202612-000445_19246133    9,ORD-CL-202612-000445,"avenida. mapocho 4083, La Florida, Santiago, Chile",La Florida,-33.432092204424,-70.690328454242,2.5394,09:23,09:23,09:28,148343,837587,148.343000,0.837587,Entregado
10,1,3,ORD-CL-202612-000442_169761243,ORD-CL-202612-000442,"avenida mapocho 5395, Ñuñoa, Santiago, Chile",Ñuñoa,-33.427537892301,-70.708759612854,1.7747,09:32,09:32,09:37,109158,821973,109.158000,0.821973,Entregado
10,2,1,ORD-CL-202612-000319_206572862,ORD-CL-202612-000319,"avenida. manuel montt 8479, La Florida, Santiago, Chile",La Florida,-33.561514856752,-70.563263126264,15.4890,10:37,10:37,10:42,180094,1201156,180.094000,1.201156,Entregado
10,2,2,ORD-CL-202612-000444_75743563,ORD-CL-202612-000444,"calle san diego 5489, Puente Alto, Santiago, Chile",Puente Alto,-33.589488644427,-70.605906751289,6.5529,10:58,10:58,11:03,220175,1868933,220.175000,1.868933,Entregado
11,1,1,ORD-CL-202612-000405_7883540  8,ORD-CL-202612-000405,"avenida. pedro de valdivia 7181, Vitacura, Santiago, Chile",Vitacura,-33.422710998302,-70.613295069828,4.8940,09:12,09:12,09:17,375774,3117652,375.774000,3.117652,Entregado
11,1,2,ORD-CL-202612-000313_13862636  1,ORD-CL-202612-000313,"avenida. kennedy 5716, Vitacura, Santiago, Chile",Vitacura,-33.399070843499,-70.57485280523,5.3112,09:29,09:29,09:34,58098,449042,58.098000,0.449042,Entregado
11,2,1,ORD-CL-202612-000478_176245726,ORD-CL-202612-000478,"calle san antonio 960, Peñalolén, Santiago, Chile",Peñalolén,-33.377459414244,-70.507568228003,16.3004,10:36,10:36,10:41,360443,3025488,360.443000,3.025488,Entregado
11,2,2,ORD-CL-202612-000249_11714785  7,ORD-CL-202612-000249,"avenida. matta 2703, Puente Alto, Santiago, Chile",Puente Alto,-33.605579172057,-70.58802505767,30.6187,11:55,11:55,12:00,136327,710648,136.327000,0.710648,Entregado
12,1,1,ORD-CL-202612-000258_203103091,ORD-CL-202612-000258,"avenida americo vespucio 1622, Providencia, Santiago, Chile",Providencia,-33.426977812046,-70.575216706179,7.0707,09:17,09:17,09:22,221415,1484209,221.415000,1.484209,Entregado
12,1,2,ORD-CL-202612-000329_101093955,ORD-CL-202612-000329,"avenida. apoquindo 4985, Maipú, Santiago, Chile",Maipú,-33.41172156444,-70.576967747734,2.3157,09:28,09:28,09:33,260860,1883615,260.860000,1.883615,Entregado
12,1,3,ORD-CL-202612-000357_146301070,ORD-CL-202612-000357,"avenida vitacura 6815, La Reina, Santiago, Chile",La Reina,-33.386339799052,-70.564040640768,3.8655,09:42,09:42,09:47,77556,313777,77.556000,0.313777,Entregado
12,2,1,ORD-CL-202612-000339_13537079    2,ORD-CL-202612-000339,"gran avenida. jose miguel carrera 1141, Macul, Santiago, Chile",Macul,-33.583584074757,-70.697373405763,17.4374,10:55,10:55,11:00,139506,753679,139.506000,0.753679,Entregado
12,2,2,ORD-CL-202612-000374_184291382,ORD-CL-202612-000374,"calle merced 6618, Maipú, Santiago, Chile",Maipú,-33.524117697803,-70.773918671798,11.9454,11:29,11:29,11:34,176839,1062933,176.839000,1.062933,Entregado
12,2,3,ORD-CL-202612-000482_159982022,ORD-CL-202612-000482,"calle monjitas 6010, Puente Alto, Santiago, Chile",Puente Alto,-33.6066736,-70.5773623,24.2034,12:32,12:32,12:37,90083,733413,90.083000,0.733413,Entregado
12,2,4,ORD-CL-202612-000279_79329263,ORD-CL-202612-000279,"calle estado 5553, Puente Alto, Santiago, Chile",Puente Alto,-33.6066736,-70.5773623,0.0000,12:37,12:37,12:42,156643,1084383,156.643000,1.084383,Entregado
13,1,1,ORD-CL-202612-000283_145122404,ORD-CL-202612-000283,"avenida. matta 5370, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,7.1502,09:17,09:17,09:22,70389,522951,70.389000,0.522951,Entregado
13,1,2,ORD-CL-202612-000495_6782303    1,ORD-CL-202612-000495,"avenida. tobalaba 7894, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,0.0000,09:22,09:22,09:27,281393,1712058,281.393000,1.712058,Entregado
13,1,3,ORD-CL-202612-000544_16038629  9,ORD-CL-202612-000544,"calle morande 1319, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,0.0000,09:27,09:27,09:32,76093,310732,76.093000,0.310732,Entregado
13,1,4,ORD-CL-202612-000373_172972248,ORD-CL-202612-000373,"avenida. independencia 9028, Lo Prado, Santiago, Chile",Lo Prado,-33.447524431803,-70.725124358274,3.6756,09:41,09:41,09:46,47413,307736,47.413000,0.307736,Entregado
13,1,5,ORD-CL-202612-000423_7805131  2,ORD-CL-202612-000423,"calle bandera 3912, Lo Prado, Santiago, Chile",Lo Prado,-33.445778,-70.7394712,1.5045,09:50,09:50,09:55,33796,197498,33.796000,0.197498,Entregado
13,1,6,ORD-CL-202612-000325_137194432,ORD-CL-202612-000325,"avenida. mapocho 9405, La Florida, Santiago, Chile",La Florida,-33.437644614527,-70.767675304143,3.2772,10:02,10:02,10:07,128431,574955,128.431000,0.574955,Entregado
14,1,1,ORD-CL-202612-000546_16240089  1,ORD-CL-202612-000546,"calle monjitas 3007, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,7.1502,09:17,09:17,09:22,766886,3750000,766.886000,3.750000,Entregado
15,1,1,ORD-CL-202612-000327_156488254,ORD-CL-202612-000327,"avenida. departamental 223, La Reina, Santiago, Chile",La Reina,-33.508897252819,-70.610270378194,7.1638,09:17,09:17,09:22,202630,916943,202.630000,0.916943,Entregado
15,1,2,ORD-CL-202612-000480_13866087  3,ORD-CL-202612-000480,"avenida. departamental 9238, Providencia, Santiago, Chile",Providencia,-33.5131,-70.622,1.5702,09:26,09:26,09:31,160834,1016009,160.834000,1.016009,Entregado
15,1,3,ORD-CL-202612-000277_15958523    9,ORD-CL-202612-000277,"avenida. vicuna mackenna 6713, San Miguel, Santiago, Chile",San Miguel,-33.516144369723,-70.602951192111,2.6631,09:37,09:37,09:42,197609,779384,197.609000,0.779384,Entregado
15,1,4,ORD-CL-202612-000493_22003359    2,ORD-CL-202612-000493,"avenida. libertador bernardo o'higgins 4013, La Florida, Santiago, Chile",La Florida,-33.536208590007,-70.606267932591,2.7328,09:49,09:49,09:54,171964,793620,171.964000,0.793620,Entregado
15,1,5,ORD-CL-202612-000101_160281726,ORD-CL-202612-000101,"gran avenida jose miguel carrera 7987, Macul, Santiago, Chile",Macul,-33.526902626554,-70.661638629736,5.9825,10:08,10:08,10:13,38302,194866,38.302000,0.194866,Entregado
16,1,1,ORD-CL-202612-000295_7609238  3,ORD-CL-202612-000295,"avenida. mapocho 4268, Maipú, Santiago, Chile",Maipú,-33.431454502713,-70.693045393887,7.5686,09:18,09:18,09:23,153577,1119079,153.577000,1.119079,Entregado
16,1,2,ORD-CL-202612-000372_15297656  0,ORD-CL-202612-000372,"avenida. pajaritos 734, Quinta Normal, Santiago, Chile",Quinta Normal,-33.458617911353,-70.713213175,4.3690,09:34,09:34,09:39,311616,2374967,311.616000,2.374967,Entregado
16,1,3,ORD-CL-202612-000355_9979417  9,ORD-CL-202612-000355,"avenida. pajaritos 4330, Macul, Santiago, Chile",Macul,-33.483302011333,-70.74654616484,4.2482,09:49,09:49,09:54,43355,244976,43.355000,0.244976,Entregado
17,1,1,ORD-CL-202612-000259_19297833    3,ORD-CL-202612-000259,"calle estado 5453, San Miguel, Santiago, Chile",San Miguel,-33.4976634,-70.6639494,7.6005,09:18,09:18,09:23,124637,786857,124.637000,0.786857,Entregado
17,1,2,ORD-CL-202612-000481_8313740  6,ORD-CL-202612-000481,"gran avenida jose miguel carrera 8043, Santiago, Santiago, Chile",Santiago,-33.52730709758,-70.66186588754,4.4119,09:34,09:34,09:39,143859,677466,143.859000,0.677466,Entregado
17,1,3,ORD-CL-202612-000471_11781750    3,ORD-CL-202612-000471,"gran avenida jose miguel carrera 9176, Ñuñoa, Santiago, Chile",Ñuñoa,-33.542175450064,-70.665387648943,1.6569,09:43,09:43,09:48,198872,1769370,198.872000,1.769370,Entregado
17,1,4,ORD-CL-202612-000424_67566354,ORD-CL-202612-000424,"calle bandera 9187, Vitacura, Santiago, Chile",Vitacura,-33.543954481337,-70.645030479907,2.1582,09:53,09:53,09:58,38640,262826,38.640000,0.262826,Entregado
17,1,5,ORD-CL-202612-000431_155124350,ORD-CL-202612-000431,"calle merced 5050, Puente Alto, Santiago, Chile",Puente Alto,-33.6066736,-70.5773623,12.1743,10:27,10:27,10:32,53072,207689,53.072000,0.207689,Entregado
18,1,1,ORD-CL-202612-000393_141413380,ORD-CL-202612-000393,"avenida matta 8464, Independencia, Santiago, Chile",Independencia,-33.405148506758,-70.678064025806,8.0720,09:19,09:19,09:24,52391,210025,52.391000,0.210025,Entregado
18,1,2,ORD-CL-202612-000400_194423943,ORD-CL-202612-000400,"avenida americo vespucio 3407, Recoleta, Santiago, Chile",Recoleta,-33.377346448133,-70.654960986085,4.6558,09:36,09:36,09:41,220885,1345792,220.885000,1.345792,Entregado
18,1,3,ORD-CL-202612-000342_87393141,ORD-CL-202612-000342,"avenida. matta 1939, La Florida, Santiago, Chile",La Florida,-33.365685939668,-70.706087877376,5.5113,09:54,09:54,09:59,108232,1030581,108.232000,1.030581,Entregado
18,1,4,ORD-CL-202612-000399_21087190  3,ORD-CL-202612-000399,"avenida pajaritos 7107, Providencia, Santiago, Chile",Providencia,-33.469156908797,-70.733753716163,14.7233,10:34,10:34,10:39,133687,868102,133.687000,0.868102,Entregado
18,1,5,ORD-CL-202612-000483_88293175,ORD-CL-202612-000483,"avenida providencia 4618, La Reina, Santiago, Chile",La Reina,-33.483049751453,-70.743798200532,1.9343,10:44,10:44,10:49,29111,279475,29.111000,0.279475,Entregado
19,1,1,ORD-CL-202612-000260_7428395  0,ORD-CL-202612-000260,"avenida. macul 3026, Peñalolén, Santiago, Chile",Peñalolén,-33.508292173609,-70.589769523187,8.5660,09:21,09:21,09:26,342827,2422744,342.827000,2.422744,Entregado
