Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
2,1,0,K11,ORD-CL-202612-000352_218539900,"gran avenida jose miguel carrera 3229, Las Condes, Santiago, Chile","(-33.5837, -70.6974)",15.55,29.2,09:29,"[09:00, 11:00]",11:15,09:29,5.0,763.0,131.2,0.0,0.0,0.0,0.0,✅
2,2,0,K11,ORD-CL-202612-000217_133005299,"calle merced 8147, La Florida, Santiago, Chile","(-33.5342, -70.5835)",14.72,27.6,10:01,"[09:00, 11:00]",11:15,10:01,5.0,769.2,133.3,0.0,0.0,0.0,0.0,✅
2,3,0,K11,ORD-CL-202612-000289_17734478  7,"avenida. manuel montt 630, La Reina, Santiago, Chile","(-33.4338, -70.6170)",12.96,26.5,10:33,"[09:00, 11:00]",11:15,10:33,5.0,363.4,97.8,0.0,0.0,0.0,0.0,✅
2,4,0,K11,ORD-CL-202612-000315_7444024  7,"avenida. manuel montt 531, Las Condes, Santiago, Chile","(-33.4331, -70.6176)",0.11,0.2,10:38,"[09:00, 11:00]",11:15,10:38,5.0,317.2,56.9,0.0,0.0,0.0,0.0,✅
2,5,0,K11,ORD-CL-202612-000301_183703627,"avenida. libertador bernardo o'higgins 2384, Independencia, Santiago, Chile","(-33.4458, -70.6602)",4.43,9.3,10:52,"[09:00, 11:00]",11:15,10:52,5.0,779.9,86.9,0.0,0.0,0.0,0.0,✅
2,6,0,K11,ORD-CL-202612-000331_21037736    2,"calle compania de jesus 1424, Santiago, Santiago, Chile","(-33.4391, -70.6570)",0.99,2.2,10:59,"[09:00, 11:00]",11:15,10:59,5.0,583.1,112.9,0.0,0.0,0.0,0.0,✅
2,7,0,K11,ORD-CL-202612-000366_228057551,"avenida. mapocho 7470, Macul, Santiago, Chile","(-33.4229, -70.7402)",8.74,19.4,11:24,"[09:00, 11:00]",11:15,11:24,5.0,821.9,96.4,0.0,0.0,0.0,9.4,❌
2,8,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",14.36,31.9,12:01,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,9,6,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
2,10,6,K12,ORD-CL-202612-000206_14073763  2,"calle monjitas 403, Recoleta, Santiago, Chile","(-33.4359, -70.6420)",4.7,10.1,15:10,"[11:00, 13:00]",13:15,15:10,5.0,1937.9,328.6,0.0,0.0,0.0,115.1,❌
2,11,6,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.62,9.9,15:24,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,0,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,10:35,—,—,10:35,—,—,—,—,0.0,0.0,—,🚗
3,1,6,K11,ORD-CL-202612-000218_12725879    1,"avenida. mapocho 6728, Lo Prado, Santiago, Chile","(-33.4238, -70.7277)",13.1,27.1,11:02,"[11:00, 13:00]",13:15,11:02,5.0,1670.2,208.9,0.0,0.0,0.0,0.0,✅
3,2,6,K11,ORD-CL-202612-000465_153051228,"calle morande 7758, Estación Central, Santiago, Chile","(-33.4594, -70.6985)",6.08,13.5,11:21,"[11:00, 13:00]",13:15,11:21,5.0,512.0,185.6,0.0,0.0,0.0,0.0,✅
3,3,6,K11,ORD-CL-202612-000388_148672511,"calle catedral 3440, Independencia, Santiago, Chile","(-33.4383, -70.6599)",5.15,11.5,11:37,"[11:00, 13:00]",13:15,11:37,5.0,436.8,81.2,0.0,0.0,0.0,0.0,✅
3,4,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.12,14.0,11:56,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,5,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
3,6,0,K12,ORD-CL-202612-000248_22296078  0,"avenida macul 7401, Peñalolén, Santiago, Chile","(-33.5085, -70.5619)",8.62,18.5,15:18,"[09:00, 11:00]",11:15,15:18,5.0,1054.1,150.0,0.0,0.0,0.0,243.5,❌
3,7,0,K12,ORD-CL-202612-000072_165086127,"avenida. vitacura 8184, Recoleta, Santiago, Chile","(-33.4034, -70.5957)",13.91,29.4,15:52,"[09:00, 11:00]",11:15,15:52,5.0,2176.8,290.3,0.0,0.0,0.0,277.9,❌
3,8,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",9.38,19.4,16:17,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,0,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,10:36,—,—,10:36,—,—,—,—,0.0,0.0,—,🚗
4,1,6,K11,ORD-CL-202612-000356_88277359,"avenida. pajaritos 4700, Macul, Santiago, Chile","(-33.4789, -70.7432)",12.34,25.6,11:02,"[11:00, 13:00]",13:15,11:02,5.0,1230.0,168.3,0.0,0.0,0.0,0.0,✅
4,2,6,K11,ORD-CL-202612-000304_8829317  5,"avenida. providencia 4618, La Reina, Santiago, Chile","(-33.4830, -70.7438)",0.54,1.2,11:08,"[11:00, 13:00]",13:15,11:08,5.0,1735.7,214.1,0.0,0.0,0.0,0.0,✅
4,3,6,K11,ORD-CL-202612-000344_18429770  6,"calle huerfanos 8536, Puente Alto, Santiago, Chile","(-33.6059, -70.5154)",29.68,65.9,12:19,"[11:00, 13:00]",13:15,12:19,5.0,180.7,47.2,0.0,0.0,0.0,0.0,✅
4,4,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",21.34,51.2,13:15,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,5,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:25,—,—,15:25,—,—,—,—,0.0,0.0,—,🚗
4,6,3,K12,ORD-CL-202612-000307_79410566,"avenida. kennedy 5315, Independencia, Santiago, Chile","(-33.4021, -70.5804)",10.99,23.2,15:48,"[13:00, 15:00]",15:15,15:48,5.0,3333.9,434.4,0.0,0.0,0.0,33.7,❌
4,7,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",10.79,22.3,16:16,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,0,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,10:45,—,—,10:45,—,—,—,—,0.0,0.0,—,🚗
5,1,6,K11,ORD-CL-202612-000073_141729028,"calle arturo prat 4790, La Florida, Santiago, Chile","(-33.5314, -70.5914)",7.87,16.7,11:01,"[11:00, 13:00]",13:15,11:01,5.0,657.1,73.8,0.0,0.0,0.0,0.0,✅
5,2,6,K11,ORD-CL-202612-000273_7972328  1,"avenida. la florida 9292, Independencia, Santiago, Chile","(-33.5361, -70.5730)",2.1,4.7,11:11,"[11:00, 13:00]",13:15,11:11,5.0,81.8,14.6,0.0,0.0,0.0,0.0,✅
5,3,6,K11,ORD-CL-202612-000189_192688723,"calle estado 3858, Peñalolén, Santiago, Chile","(-33.4915, -70.5633)",6.18,13.7,11:30,"[11:00, 13:00]",13:15,11:30,5.0,2017.5,236.8,0.0,0.0,0.0,0.0,✅
5,4,6,K11,ORD-CL-202612-000290_95787916,"avenida. libertador bernardo o'higgins 2045, Recoleta, Santiago, Chile","(-33.4458, -70.6602)",12.93,29.0,12:04,"[11:00, 13:00]",13:15,12:04,5.0,1508.8,212.3,0.0,0.0,0.0,0.0,✅
5,5,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.7,13.7,12:23,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,6,5,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:43,—,—,15:43,—,—,—,—,0.0,0.0,—,🚗
5,7,5,K12,ORD-CL-202612-000190_145443005,"calle morande 5902, Quinta Normal, Santiago, Chile","(-33.4346, -70.6826)",8.56,17.7,16:01,"[13:00, 15:00]",15:15,16:01,5.0,1558.0,217.2,0.0,0.0,0.0,46.3,❌
5,8,5,K12,ORD-CL-202612-000262_81640576,"avenida. libertador bernardo o'higgins 4908, San Miguel, Santiago, Chile","(-33.4572, -70.7037)",4.31,8.9,16:15,"[13:00, 15:00]",15:15,16:15,5.0,1132.3,172.0,0.0,0.0,0.0,60.3,❌
5,9,5,K12,ORD-CL-202612-000334_161293735,"calle estado 1081, Santiago, Santiago, Chile","(-33.4370, -70.7623)",6.91,14.3,16:34,"[13:00, 15:00]",15:15,16:34,5.0,592.2,111.5,0.0,0.0,0.0,79.6,❌
5,10,5,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",15.6,32.3,17:11,—,—,—,—,—,—,—,0.0,0.0,—,🏠
6,0,6,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,—,11:00,—,—,—,—,0.0,0.0,—,🚗
6,1,6,K21,ORD-CL-202612-000147_22644999    4,"calle catedral 9906, Recoleta, Santiago, Chile","(-33.4383, -70.6599)",6.05,13.3,11:13,"[11:00, 13:00]",13:15,11:13,5.0,2918.5,422.4,0.0,0.0,0.0,0.0,✅
6,2,6,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.18,13.7,11:31,—,—,—,—,—,—,—,0.0,0.0,—,🏠
6,3,6,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,—,17:00,—,—,—,—,0.0,0.0,—,🚗
6,4,6,K22,ORD-CL-202612-000050_123344208,"calle teatinos 7022, Providencia, Santiago, Chile","(-33.4324, -70.6098)",6.04,12.5,17:12,"[11:00, 13:00]",13:15,17:12,5.0,3376.9,357.9,0.0,0.0,0.0,237.5,❌
6,5,6,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.82,12.1,17:29,—,—,—,—,—,—,—,0.0,0.0,—,🏠
7,0,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,—,11:00,—,—,—,—,0.0,0.0,—,🚗
7,1,0,K21,ORD-CL-202612-000230_150562865,"avenida. independencia 6313, Santiago, Santiago, Chile","(-33.4323, -70.6530)",5.66,12.4,11:12,"[09:00, 11:00]",11:15,11:12,5.0,1420.4,179.7,0.0,0.0,0.0,0.0,✅
7,2,0,K21,ORD-CL-202612-000270_12996594    8,"avenida. mapocho 1503, Santiago, Santiago, Chile","(-33.4320, -70.6655)",1.35,3.0,11:20,"[09:00, 11:00]",11:15,11:20,5.0,1299.4,153.7,0.0,0.0,0.0,5.4,❌
7,3,0,K21,ORD-CL-202612-000384_220173464,"calle san antonio 4090, Lo Prado, Santiago, Chile","(-33.4270, -70.7253)",6.13,13.6,11:39,"[09:00, 11:00]",11:15,11:39,5.0,1667.4,181.7,0.0,0.0,0.0,24.0,❌
7,4,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",13.04,30.0,12:14,—,—,—,—,—,—,—,0.0,0.0,—,🏠
7,5,6,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,—,17:00,—,—,—,—,0.0,0.0,—,🚗
7,6,6,K22,ORD-CL-202612-000402_21668211  6,"calle catedral 9848, La Reina, Santiago, Chile","(-33.4383, -70.6599)",6.11,12.6,17:12,"[11:00, 13:00]",13:15,17:12,5.0,4333.4,509.2,0.0,0.0,0.0,237.6,❌
7,7,6,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.12,12.7,17:30,—,—,—,—,—,—,—,0.0,0.0,—,🏠
8,0,6,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,—,11:00,—,—,—,—,0.0,0.0,—,🚗
8,1,6,K21,ORD-CL-202612-000099_20827561  3,"avenida. macul 2508, La Reina, Santiago, Chile","(-33.4776, -70.5988)",3.53,7.7,11:07,"[11:00, 13:00]",13:15,11:07,5.0,1403.1,189.6,0.0,0.0,0.0,0.0,✅
8,2,6,K21,ORD-CL-202612-000370_172258899,"avenida. tobalaba 9535, Peñalolén, Santiago, Chile","(-33.4622, -70.5520)",5.68,12.6,11:25,"[11:00, 13:00]",13:15,11:25,5.0,1274.3,194.0,0.0,0.0,0.0,0.0,✅
8,3,6,K21,ORD-CL-202612-000256_11863822    2,"avenida. apoquindo 793, Ñuñoa, Santiago, Chile","(-33.4109, -70.5317)",7.42,16.5,11:46,"[11:00, 13:00]",13:15,11:46,5.0,887.5,154.3,0.0,0.0,0.0,0.0,✅
8,4,6,K21,ORD-CL-202612-000235_5662885  2,"calle arturo prat 9631, Las Condes, Santiago, Chile","(-33.4089, -70.5380)",0.86,2.0,11:53,"[11:00, 13:00]",13:15,11:53,5.0,692.0,95.4,0.0,0.0,0.0,0.0,✅
8,5,6,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",12.88,30.7,12:29,—,—,—,—,—,—,—,0.0,0.0,—,🏠
8,6,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,—,17:00,—,—,—,—,0.0,0.0,—,🚗
8,7,0,K22,ORD-CL-202612-000203_10061823  5,"calle merced 7933, Estación Central, Santiago, Chile","(-33.4594, -70.6985)",8.44,17.5,17:17,"[09:00, 11:00]",11:15,17:17,5.0,1617.3,210.5,0.0,0.0,0.0,362.5,❌
8,8,0,K22,ORD-CL-202612-000186_20328731  5,"avenida. pajaritos 9996, Las Condes, Santiago, Chile","(-33.4586, -70.7132)",1.67,3.5,17:25,"[09:00, 11:00]",11:15,17:25,5.0,2029.1,312.6,0.0,0.0,0.0,370.9,❌
8,9,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",9.73,20.1,17:51,—,—,—,—,—,—,—,0.0,0.0,—,🏠
9,0,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
9,1,3,K11,ORD-CL-202612-000371_149759534,"avenida. apoquindo 1014, Vitacura, Santiago, Chile","(-33.4081, -70.5492)",12.06,28.9,12:28,"[13:00, 15:00]",15:15,12:45,5.0,617.2,113.2,16.1,0.0,0.0,0.0,⏳
9,2,3,K11,ORD-CL-202612-000075_66395306,"avenida grecia 3963, Las Condes, Santiago, Chile","(-33.4144, -70.5570)",1.39,3.4,12:53,"[13:00, 15:00]",15:15,12:53,5.0,716.4,103.5,0.0,0.0,0.0,0.0,✅
9,3,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",10.83,27.1,13:25,—,—,—,—,—,—,—,0.0,0.0,—,🏠
9,4,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,16:39,—,—,16:39,—,—,—,—,0.0,0.0,—,🚗
9,5,1,K12,ORD-CL-202612-000109_14004266  5,"calle san diego 9520, La Florida, Santiago, Chile","(-33.5342, -70.5835)",9.47,19.6,16:59,"[17:00, 19:00]",19:15,16:59,5.0,193.8,36.2,0.0,0.0,0.0,0.0,✅
9,6,1,K12,ORD-CL-202612-000284_104633587,"calle monjitas 6053, San Miguel, Santiago, Chile","(-33.4977, -70.6639)",9.84,20.3,17:24,"[17:00, 19:00]",19:15,17:24,5.0,432.2,54.9,0.0,0.0,0.0,0.0,✅
9,7,1,K12,ORD-CL-202612-000159_224497742,"avenida. pajaritos 6316, Providencia, Santiago, Chile","(-33.4668, -70.7285)",8.31,17.2,17:46,"[17:00, 19:00]",19:15,17:46,5.0,359.9,77.2,0.0,0.0,0.0,0.0,✅
9,8,1,K12,ORD-CL-202612-000348_21466765  2,"calle estado 8982, Santiago, Santiago, Chile","(-33.4434, -70.6489)",7.91,16.4,18:08,"[17:00, 19:00]",19:15,18:08,5.0,407.2,68.8,0.0,0.0,0.0,0.0,✅
9,9,1,K12,ORD-CL-202612-000078_17126096    0,"calle santo domingo 1055, Providencia, Santiago, Chile","(-33.4364, -70.6522)",1.28,2.7,18:15,"[17:00, 19:00]",19:15,18:15,5.0,301.5,99.6,0.0,0.0,0.0,0.0,✅
9,10,1,K12,ORD-CL-202612-000394_61279374,"avenida. recoleta 3894, Recoleta, Santiago, Chile","(-33.4283, -70.6468)",1.39,2.9,18:23,"[17:00, 19:00]",19:15,18:23,5.0,1442.3,312.2,0.0,0.0,0.0,0.0,✅
9,11,1,K12,ORD-CL-202612-000213_7891477    2,"avenida. providencia 5573, Providencia, Santiago, Chile","(-33.4283, -70.6191)",3.75,7.8,18:36,"[17:00, 19:00]",19:15,18:36,5.0,105.2,25.3,0.0,0.0,0.0,0.0,✅
9,12,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.68,11.7,18:53,—,—,—,—,—,—,—,0.0,0.0,—,🏠
10,0,5,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
10,1,5,K11,ORD-CL-202612-000345_13168967    9,"avenida. recoleta 6597, La Reina, Santiago, Chile","(-33.4329, -70.6480)",5.2,12.4,12:12,"[13:00, 15:00]",15:15,12:45,5.0,1021.8,166.2,32.6,0.0,0.0,0.0,⏳
10,2,5,K11,ORD-CL-202612-000280_52383897,"calle san diego 9579, Santiago, Santiago, Chile","(-33.4441, -70.6517)",1.67,4.1,12:54,"[13:00, 15:00]",15:15,12:54,5.0,287.1,58.6,0.0,0.0,0.0,0.0,✅
10,3,5,K11,ORD-CL-202612-000104_191295278,"calle san diego 3767, Lo Prado, Santiago, Chile","(-33.4441, -70.6517)",0.0,0.0,12:59,"[13:00, 15:00]",15:15,12:59,5.0,258.3,29.0,0.0,0.0,0.0,0.0,✅
10,4,5,K11,ORD-CL-202612-000237_22050970  7,"calle san diego 439, Las Condes, Santiago, Chile","(-33.4509, -70.6504)",1.14,2.8,13:06,"[13:00, 15:00]",15:15,13:06,5.0,746.3,98.9,0.0,0.0,0.0,0.0,✅
10,5,5,K11,ORD-CL-202612-000296_8829354    0,"avenida. matta 1351, Macul, Santiago, Chile","(-33.4595, -70.6519)",1.19,3.0,13:14,"[13:00, 15:00]",15:15,13:14,5.0,223.5,36.2,0.0,0.0,0.0,0.0,✅
10,6,5,K11,ORD-CL-202612-000219_12334763  3,"avenida. vicuna mackenna 3407, Ñuñoa, Santiago, Chile","(-33.4847, -70.6206)",5.56,13.9,13:33,"[13:00, 15:00]",15:15,13:33,5.0,1496.5,242.1,0.0,0.0,0.0,0.0,✅
10,7,5,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",1.96,4.8,13:43,—,—,—,—,—,—,—,0.0,0.0,—,🏠
10,8,7,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,16:46,—,—,16:46,—,—,—,—,0.0,0.0,—,🚗
10,9,7,K12,ORD-CL-202612-000298_14545473    6,"avenida. grecia 6697, San Miguel, Santiago, Chile","(-33.4718, -70.5645)",6.36,13.2,16:59,"[17:00, 19:00]",19:15,16:59,5.0,91.5,27.7,0.0,0.0,0.0,0.0,✅
10,10,7,K12,ORD-CL-202612-000201_13044024  6,"calle estado 8180, Las Condes, Santiago, Chile","(-33.4144, -70.5570)",7.46,15.4,17:19,"[17:00, 19:00]",19:15,17:19,5.0,465.5,84.2,0.0,0.0,0.0,0.0,✅
10,11,7,K12,ORD-CL-202612-000363_221584361,"avenida. apoquindo 7890, Estación Central, Santiago, Chile","(-33.4080, -70.5483)",1.49,3.1,17:28,"[17:00, 19:00]",19:15,17:28,5.0,1350.3,195.8,0.0,0.0,0.0,0.0,✅
10,12,7,K12,ORD-CL-202612-000264_12447358  7,"avenida. las condes 7304, Puente Alto, Santiago, Chile","(-33.4036, -70.5565)",1.19,2.5,17:35,"[17:00, 19:00]",19:15,17:35,5.0,11.3,4.9,0.0,0.0,0.0,0.0,✅
10,13,7,K12,ORD-CL-202612-000312_14092820    9,"avenida. americo vespucio 5192, Vitacura, Santiago, Chile","(-33.3905, -70.5972)",5.03,10.4,17:50,"[17:00, 19:00]",19:15,17:50,5.0,138.9,24.3,0.0,0.0,0.0,0.0,✅
10,14,7,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",11.75,24.3,18:20,—,—,—,—,—,—,—,0.0,0.0,—,🏠
11,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
11,1,4,K11,ORD-CL-202612-000193_146932034,"calle huerfanos 996, La Florida, Santiago, Chile","(-33.4396, -70.6502)",5.11,12.2,12:12,"[15:00, 17:00]",17:15,14:45,5.0,1393.9,213.7,152.8,0.0,0.0,0.0,⏳
11,2,4,K11,ORD-CL-202612-000153_19928840  1,"calle san diego 1862, Peñalolén, Santiago, Chile","(-33.4711, -70.6484)",3.88,8.3,14:58,"[15:00, 17:00]",17:15,14:58,5.0,332.1,72.3,0.0,0.0,0.0,0.0,✅
11,3,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",2.5,5.4,15:08,—,—,—,—,—,—,—,0.0,0.0,—,🏠
11,4,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:08,—,—,17:08,—,—,—,—,0.0,0.0,—,🚗
11,5,4,K12,ORD-CL-202612-000224_16111501    1,"avenida. mapocho 2352, Recoleta, Santiago, Chile","(-33.4321, -70.6671)",7.24,15.0,17:23,"[15:00, 17:00]",17:15,17:23,5.0,2943.2,391.0,0.0,0.0,0.0,8.7,❌
11,6,4,K12,ORD-CL-202612-000238_92272831,"calle santo domingo 1221, Vitacura, Santiago, Chile","(-33.4367, -70.6553)",1.5,3.1,17:31,"[15:00, 17:00]",17:15,17:31,5.0,642.0,114.7,0.0,0.0,0.0,16.8,❌
11,7,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.81,12.0,17:48,—,—,—,—,—,—,—,0.0,0.0,—,🏠
12,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
12,1,4,K11,ORD-CL-202612-000337_18193416    1,"calle amunategui 7500, Puente Alto, Santiago, Chile","(-33.5606, -70.5621)",12.79,30.6,12:30,"[15:00, 17:00]",17:15,14:45,5.0,256.3,36.5,134.4,0.0,0.0,0.0,⏳
12,2,4,K11,ORD-CL-202612-000054_215777181,"gran avenida jose miguel carrera 1092, La Florida, Santiago, Chile","(nan, nan)",4.45,9.5,14:59,"[15:00, 17:00]",17:15,14:59,5.0,342.0,65.3,0.0,0.0,0.0,0.0,✅
12,3,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",9.87,21.1,15:25,—,—,—,—,—,—,—,0.0,0.0,—,🏠
12,4,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:25,—,—,17:25,—,—,—,—,0.0,0.0,—,🚗
12,5,4,K12,ORD-CL-202612-000282_11677416  6,"calle morande 1655, Quinta Normal, Santiago, Chile","(-33.4346, -70.6826)",8.56,17.7,17:43,"[15:00, 17:00]",17:15,17:43,5.0,775.0,111.3,0.0,0.0,0.0,28.4,❌
12,6,4,K12,ORD-CL-202612-000376_155759597,"avenida. mapocho 4652, Vitacura, Santiago, Chile","(-33.4294, -70.6999)",1.83,3.8,17:52,"[15:00, 17:00]",17:15,17:52,5.0,1249.6,195.3,0.0,0.0,0.0,37.2,❌
12,7,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",10.44,21.6,18:18,—,—,—,—,—,—,—,0.0,0.0,—,🏠
13,0,8,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
