Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
4,4,5,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.11,20.5,10:12,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,5,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
4,6,1,K12,ORD-CL-202612-000551_14150753  1,"calle amunategui 144, Santiago, Santiago, Chile","(-33.4421, -70.6561)",5.45,12.6,15:12,"[09:00, 21:00]",21:15,15:12,5.0,41.4,18.5,0.0,0.0,0.0,0.0,✅
4,7,1,K12,ORD-CL-202612-000470_14867251  1,"calle catedral 3440, Independencia, Santiago, Chile","(-33.4383, -70.6599)",0.75,1.7,15:19,"[09:00, 21:00]",21:15,15:19,5.0,2104.2,277.1,0.0,0.0,0.0,0.0,✅
4,8,1,K12,ORD-CL-202612-000517_147725885,"avenida. departamental 5011, Independencia, Santiago, Chile","(-33.4224, -70.6552)",2.67,6.2,15:30,"[09:00, 21:00]",21:15,15:30,5.0,624.9,62.4,0.0,0.0,0.0,0.0,✅
4,9,1,K12,ORD-CL-202612-000535_189228084,"calle monjitas 1794, Macul, Santiago, Chile","(-33.4359, -70.6420)",2.45,5.8,15:41,"[09:00, 21:00]",21:15,15:41,5.0,708.0,89.1,0.0,0.0,0.0,0.0,✅
4,10,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.62,11.1,15:57,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
5,1,4,K11,ORD-CL-202612-000628_73835094,"avenida. matta 4411, Las Condes, Santiago, Chile","(-33.4144, -70.5570)",10.89,28.4,09:28,"[09:00, 21:00]",21:15,09:28,5.0,1079.8,123.4,0.0,0.0,0.0,0.0,✅
5,2,4,K11,ORD-CL-202612-000609_186687792,"calle san antonio 544, Las Condes, Santiago, Chile","(-33.3746, -70.5094)",7.57,19.7,09:53,"[09:00, 11:00]",11:15,09:53,5.0,1249.1,178.7,0.0,0.0,0.0,0.0,✅
5,3,4,K11,ORD-CL-202612-000498_165138806,"avenida. las condes 6382, Vitacura, Santiago, Chile","(-33.3820, -70.5322)",3.14,7.8,10:05,"[09:00, 21:00]",21:15,10:05,5.0,1814.2,251.5,0.0,0.0,0.0,0.0,✅
5,4,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",15.24,36.6,10:47,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,5,5,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
5,6,5,K12,ORD-CL-202612-000770_13892478  4,"avenida. irarrazaval 8356, Vitacura, Santiago, Chile","(-33.4534, -70.5709)",6.9,15.9,15:15,"[13:00, 15:00]",15:15,15:15,5.0,1954.8,233.2,0.0,0.0,0.0,0.9,❌
5,7,5,K12,ORD-CL-202612-000429_191198860,"avenida. irarrazaval 2943, Peñalolén, Santiago, Chile","(-33.4534, -70.5709)",0.0,0.0,15:20,"[13:00, 15:00]",15:15,15:20,5.0,1131.6,208.6,0.0,0.0,0.0,5.9,❌
5,8,5,K12,ORD-CL-202612-000512_176574590,"avenida. macul 5525, La Florida, Santiago, Chile","(-33.5026, -70.5939)",7.02,16.5,15:42,"[09:00, 21:00]",21:15,15:42,5.0,543.3,116.7,0.0,0.0,0.0,0.0,✅
5,9,5,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.53,13.3,16:00,—,—,—,—,—,—,—,0.0,0.0,—,🏠
6,0,2,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
6,1,2,K11,ORD-CL-202612-000452_16508612  7,"avenida. vitacura 8184, Recoleta, Santiago, Chile","(-33.4034, -70.5957)",9.46,24.7,09:24,"[09:00, 11:00]",11:15,09:24,5.0,673.0,107.6,0.0,0.0,0.0,0.0,✅
6,2,2,K11,ORD-CL-202612-000330_224454459,"avenida. kennedy 7707, Providencia, Santiago, Chile","(-33.4094, -70.6060)",6.4,16.7,09:46,"[09:00, 21:00]",21:15,09:46,5.0,1734.5,221.4,0.0,0.0,0.0,0.0,✅
6,3,2,K11,ORD-CL-202612-000417_122476783,"avenida apoquindo 3809, Maipú, Santiago, Chile","(-33.4157, -70.5906)",6.54,16.6,10:07,"[09:00, 11:00]",11:15,10:07,5.0,436.0,59.6,0.0,0.0,0.0,0.0,✅
6,4,2,K11,ORD-CL-202612-000368_141553655,"avenida. recoleta 5538, Las Condes, Santiago, Chile","(-33.3751, -70.6373)",9.39,22.5,10:35,"[11:00, 13:00]",13:15,10:45,5.0,116.6,29.0,9.5,0.0,0.0,0.0,⏳
6,5,2,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",11.5,27.6,11:17,—,—,—,—,—,—,—,0.0,0.0,—,🏠
6,6,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
6,7,0,K12,ORD-CL-202612-000558_222234300,"avenida. tobalaba 8047, La Florida, Santiago, Chile","(-33.5166, -70.5585)",9.57,22.1,15:22,"[09:00, 21:00]",21:15,15:22,5.0,600.3,59.7,0.0,0.0,0.0,0.0,✅
6,8,0,K12,ORD-CL-202612-000412_92125657,"avenida. santa rosa 7074, Lo Prado, Santiago, Chile","(-33.5258, -70.6357)",7.66,18.0,15:45,"[09:00, 21:00]",21:15,15:45,5.0,992.4,126.0,0.0,0.0,0.0,0.0,✅
6,9,0,K12,ORD-CL-202612-000538_110465405,"avenida. santa rosa 7373, Ñuñoa, Santiago, Chile","(-33.5260, -70.6359)",0.1,0.2,15:50,"[09:00, 21:00]",21:15,15:50,5.0,2437.5,327.8,0.0,0.0,0.0,0.0,✅
6,10,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.9,16.6,16:11,—,—,—,—,—,—,—,0.0,0.0,—,🏠
7,0,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
7,1,0,K11,ORD-CL-202612-000443_219566411,"gran avenida. jose miguel carrera 1848, Recoleta, Santiago, Chile","(-33.5836, -70.6974)",15.55,40.6,09:40,"[09:00, 21:00]",21:15,09:40,5.0,2610.3,418.4,0.0,0.0,0.0,0.0,✅
7,2,0,K11,ORD-CL-202612-000523_64382296,"calle merced 6576, Puente Alto, Santiago, Chile","(-33.6067, -70.5774)",13.03,33.5,10:19,"[09:00, 11:00]",11:15,10:19,5.0,555.9,77.3,0.0,0.0,0.0,0.0,✅
7,3,0,K11,ORD-CL-202612-000343_144553744,"avenida. apoquindo 5742, Puente Alto, Santiago, Chile","(-33.5789, -70.5578)",5.01,12.0,10:36,"[09:00, 21:00]",21:15,10:36,5.0,907.0,99.0,0.0,0.0,0.0,0.0,✅
7,4,0,K11,ORD-CL-202612-000503_12122288  8,"avenida. las condes 2361, La Florida, Santiago, Chile","(-33.5445, -70.5758)",5.12,12.3,10:53,"[11:00, 13:00]",13:15,10:53,5.0,60.7,17.9,0.0,0.0,0.0,0.0,✅
7,5,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",10.43,25.0,11:23,—,—,—,—,—,—,—,0.0,0.0,—,🏠
7,6,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
7,7,4,K12,ORD-CL-202612-000710_13689284  3,"calle san diego 2653, Vitacura, Santiago, Chile","(-33.3818, -70.5658)",13.32,30.7,15:30,"[09:00, 21:00]",21:15,15:30,5.0,858.0,194.0,0.0,0.0,0.0,0.0,✅
7,8,4,K12,ORD-CL-202612-000782_92724301,"avenida. kennedy 3695, La Reina, Santiago, Chile","(-33.3927, -70.5554)",2.1,5.0,15:40,"[09:00, 21:00]",21:15,15:40,5.0,901.2,179.7,0.0,0.0,0.0,0.0,✅
7,9,4,K12,ORD-CL-202612-000501_14429807  9,"avenida. apoquindo 6788, Independencia, Santiago, Chile","(-33.4074, -70.5602)",2.07,5.0,15:50,"[09:00, 21:00]",21:15,15:50,5.0,1235.7,200.7,0.0,0.0,0.0,0.0,✅
7,10,4,K12,ORD-CL-202612-000460_81566803,"avenida. las condes 6476, Peñalolén, Santiago, Chile","(-33.4075, -70.5627)",0.48,1.1,15:56,"[09:00, 21:00]",21:15,15:56,5.0,1278.2,238.0,0.0,0.0,0.0,0.0,✅
7,11,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",11.34,27.2,16:29,—,—,—,—,—,—,—,0.0,0.0,—,🏠
8,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
8,1,1,K11,ORD-CL-202612-000613_11868601  4,"calle huerfanos 3156, Macul, Santiago, Chile","(-33.4424, -70.6774)",7.56,19.7,09:19,"[09:00, 21:00]",21:15,09:19,5.0,857.5,117.5,0.0,0.0,0.0,0.0,✅
8,2,1,K11,ORD-CL-202612-000269_8431260  9,"calle compania de jesus 871, Santiago, Santiago, Chile","(-33.3489, -70.7444)",14.58,38.0,10:02,"[09:00, 11:00]",11:15,10:02,5.0,150.3,52.7,0.0,0.0,0.0,0.0,✅
8,3,1,K11,ORD-CL-202612-000432_74867776,"avenida. recoleta 4097, Estación Central, Santiago, Chile","(-33.3874, -70.6421)",11.67,28.2,10:35,"[09:00, 21:00]",21:15,10:35,5.0,233.2,41.9,0.0,0.0,0.0,0.0,✅
8,4,1,K11,ORD-CL-202612-000615_120995122,"calle amunategui 3478, Independencia, Santiago, Chile","(-33.4163, -70.6676)",5.75,13.8,10:54,"[11:00, 13:00]",13:15,10:54,5.0,959.1,138.9,0.0,0.0,0.0,0.0,✅
8,5,1,K11,ORD-CL-202612-000448_162631782,"calle amunategui 7235, Quinta Normal, Santiago, Chile","(-33.4163, -70.6676)",0.0,0.0,10:59,"[09:00, 21:00]",21:15,10:59,5.0,1866.1,235.6,0.0,0.0,0.0,0.0,✅
8,6,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.48,20.3,11:25,—,—,—,—,—,—,—,0.0,0.0,—,🏠
8,7,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
8,8,1,K12,ORD-CL-202612-000266_22867654    5,"calle morande 2676, Maipú, Santiago, Chile","(-33.5352, -70.7956)",19.23,44.4,15:44,"[09:00, 21:00]",21:15,15:44,5.0,2088.0,301.2,0.0,0.0,0.0,0.0,✅
8,9,1,K12,ORD-CL-202612-000584_89037867,"avenida. departamental 1684, San Miguel, Santiago, Chile","(-33.5028, -70.6574)",16.24,39.0,16:28,"[09:00, 21:00]",21:15,16:28,5.0,1095.5,211.5,0.0,0.0,0.0,0.0,✅
8,10,1,K12,ORD-CL-202612-000276_146402984,"avenida. santa rosa 4230, La Reina, Santiago, Chile","(-33.4957, -70.6394)",2.85,7.9,16:41,"[09:00, 21:00]",21:15,16:41,5.0,423.3,157.5,0.0,0.0,0.0,0.0,✅
8,11,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",3.52,10.1,16:56,—,—,—,—,—,—,—,0.0,0.0,—,🏠
9,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,10:58,—,—,10:58,—,—,—,—,0.0,0.0,—,🚗
9,1,1,K11,ORD-CL-202612-000457_13193452  1,"avenida. vicuna mackenna 1848, Lo Prado, Santiago, Chile","(-33.4677, -70.6261)",0.58,1.4,10:59,"[11:00, 13:00]",13:15,10:59,5.0,2106.9,269.0,0.0,0.0,0.0,0.0,✅
9,2,1,K11,ORD-CL-202612-000291_9415369  1,"calle san antonio 8998, Recoleta, Santiago, Chile","(-33.4376, -70.6484)",4.79,11.5,11:16,"[09:00, 21:00]",21:15,11:16,5.0,613.8,98.1,0.0,0.0,0.0,0.0,✅
9,3,1,K11,ORD-CL-202612-000379_81856374,"calle santo domingo 1982, Estación Central, Santiago, Chile","(-33.4376, -70.6634)",1.49,3.6,11:24,"[09:00, 21:00]",21:15,11:24,5.0,208.4,37.2,0.0,0.0,0.0,0.0,✅
9,4,1,K11,ORD-CL-202612-000275_17751590  7,"avenida. providencia 9673, San Miguel, Santiago, Chile","(-33.4830, -70.7438)",10.07,24.2,11:54,"[11:00, 13:00]",13:15,11:54,5.0,768.0,135.1,0.0,0.0,0.0,0.0,✅
9,5,1,K11,ORD-CL-202612-000555_8829354  0,"avenida. matta 1351, Macul, Santiago, Chile","(-33.4595, -70.6519)",9.81,23.5,12:22,"[11:00, 13:00]",13:15,12:22,5.0,586.6,85.5,0.0,0.0,0.0,0.0,✅
9,6,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",3.87,9.3,12:36,—,—,—,—,—,—,—,0.0,0.0,—,🏠
9,7,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,16:30,—,—,16:30,—,—,—,—,0.0,0.0,—,🚗
9,8,3,K12,ORD-CL-202612-000569_119692992,"avenida. vitacura 4042, Peñalolén, Santiago, Chile","(-33.3863, -70.5640)",12.99,35.5,17:05,"[17:00, 19:00]",19:15,17:05,5.0,1821.3,287.8,0.0,0.0,0.0,0.0,✅
9,9,3,K12,ORD-CL-202612-000630_11972250  9,"avenida. mapocho 159, Peñalolén, Santiago, Chile","(-33.4320, -70.6590)",11.22,33.3,17:43,"[17:00, 19:00]",19:15,17:43,5.0,1506.3,158.6,0.0,0.0,0.0,0.0,✅
9,10,3,K12,ORD-CL-202612-000473_212214039,"calle huerfanos 2937, Providencia, Santiago, Chile","(-33.4399, -70.6530)",1.61,5.4,17:54,"[17:00, 19:00]",19:15,17:54,5.0,618.2,107.5,0.0,0.0,0.0,0.0,✅
9,11,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.25,17.5,18:16,—,—,—,—,—,—,—,0.0,0.0,—,🏠
10,0,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,—,11:00,—,—,—,—,0.0,0.0,—,🚗
10,1,1,K21,ORD-CL-202612-000426_20756914  7,"avenida. vicuna mackenna 208, La Reina, Santiago, Chile","(-33.4488, -70.6317)",2.66,6.4,11:06,"[09:00, 21:00]",21:15,11:06,5.0,2943.5,402.4,0.0,0.0,0.0,0.0,✅
10,2,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",2.71,6.5,11:17,—,—,—,—,—,—,—,0.0,0.0,—,🏠
10,3,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,—,17:00,—,—,—,—,0.0,0.0,—,🚗
10,4,1,K22,ORD-CL-202612-000616_14693203  4,"calle huerfanos 996, La Florida, Santiago, Chile","(-33.4396, -70.6502)",5.11,14.6,17:14,"[09:00, 21:00]",21:15,17:14,5.0,891.5,116.0,0.0,0.0,0.0,0.0,✅
10,5,1,K22,ORD-CL-202612-000419_105959448,"calle arturo prat 9278, Ñuñoa, Santiago, Chile","(-33.4534, -70.6484)",1.83,5.7,17:25,"[09:00, 21:00]",21:15,17:25,5.0,1892.6,231.1,0.0,0.0,0.0,0.0,✅
10,6,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",3.79,12.4,17:42,—,—,—,—,—,—,—,0.0,0.0,—,🏠
11,0,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,—,11:00,—,—,—,—,0.0,0.0,—,🚗
11,1,1,K21,ORD-CL-202612-000526_11330850    8,"avenida. pajaritos 9008, Independencia, Santiago, Chile","(-33.4224, -70.6552)",6.96,16.7,11:16,"[11:00, 13:00]",13:15,11:16,5.0,2250.6,313.3,0.0,0.0,0.0,0.0,✅
11,2,1,K21,ORD-CL-202612-000420_55516540,"calle monjitas 9410, La Reina, Santiago, Chile","(-33.4359, -70.6420)",2.45,5.9,11:27,"[11:00, 13:00]",13:15,11:27,5.0,1963.0,283.2,0.0,0.0,0.0,0.0,✅
11,3,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.62,11.1,11:43,—,—,—,—,—,—,—,0.0,0.0,—,🏠
11,4,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,—,17:00,—,—,—,—,0.0,0.0,—,🚗
11,5,0,K22,ORD-CL-202612-000767_187722912,"calle san antonio 7092, La Florida, Santiago, Chile","(-33.5219, -70.6018)",6.35,18.1,17:18,"[09:00, 21:00]",21:15,17:18,5.0,448.6,68.9,0.0,0.0,0.0,0.0,✅
11,6,0,K22,ORD-CL-202612-000635_15073105  3,"avenida. la florida 8463, Estación Central, Santiago, Chile","(-33.5297, -70.5759)",3.28,10.4,17:33,"[09:00, 21:00]",21:15,17:33,5.0,2981.1,503.8,0.0,0.0,0.0,0.0,✅
11,7,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",9.43,31.4,18:09,—,—,—,—,—,—,—,0.0,0.0,—,🏠
12,0,5,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,—,11:00,—,—,—,—,0.0,0.0,—,🚗
12,1,5,K21,ORD-CL-202612-000550_53911165,"avenida. tobalaba 8701, Peñalolén, Santiago, Chile","(-33.4607, -70.5531)",8.24,19.8,11:19,"[09:00, 11:00]",11:15,11:19,5.0,1041.3,165.9,0.0,0.0,0.0,4.8,❌
12,2,5,K21,ORD-CL-202612-000585_192374671,"avenida. kennedy 7565, Peñalolén, Santiago, Chile","(-33.5036, -70.5874)",7.36,17.7,11:42,"[11:00, 13:00]",13:15,11:42,5.0,1283.9,170.2,0.0,0.0,0.0,0.0,✅
12,3,5,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.64,15.9,12:03,—,—,—,—,—,—,—,0.0,0.0,—,🏠
12,4,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,—,17:00,—,—,—,—,0.0,0.0,—,🚗
12,5,1,K22,ORD-CL-202612-000619_58021134,"avenida. las condes 599, San Miguel, Santiago, Chile","(-33.5187, -70.7654)",15.88,45.4,17:45,"[09:00, 21:00]",21:15,17:45,5.0,3910.7,491.4,0.0,0.0,0.0,0.0,✅
12,6,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",15.97,53.2,18:43,—,—,—,—,—,—,—,0.0,0.0,—,🏠
13,0,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,—,11:00,—,—,—,—,0.0,0.0,—,🚗
13,1,1,K21,ORD-CL-202612-000462_88760271,"calle morande 3445, Santiago, Santiago, Chile","(-33.4386, -70.6539)",5.51,13.2,11:13,"[09:00, 21:00]",21:15,11:13,5.0,378.1,66.6,0.0,0.0,0.0,0.0,✅
13,2,1,K21,ORD-CL-202612-000586_123481992,"calle san diego 2825, Quinta Normal, Santiago, Chile","(-33.4278, -70.7083)",5.88,14.1,11:32,"[09:00, 21:00]",21:15,11:32,5.0,1682.0,196.7,0.0,0.0,0.0,0.0,✅
13,3,1,K21,ORD-CL-202612-000591_84405115,"avenida. pajaritos 5711, Quinta Normal, Santiago, Chile","(-33.4586, -70.7132)",4.05,9.7,11:47,"[09:00, 21:00]",21:15,11:47,5.0,253.4,59.4,0.0,0.0,0.0,0.0,✅
13,4,1,K21,ORD-CL-202612-000762_20759906  8,"avenida. tobalaba 402, Lo Prado, Santiago, Chile","(-33.4972, -70.8145)",12.9,31.0,12:23,"[11:00, 13:00]",13:15,12:23,5.0,963.0,157.6,0.0,0.0,0.0,0.0,✅
13,5,1,K21,ORD-CL-202612-000437_205893397,"calle santo domingo 9749, Maipú, Santiago, Chile","(-33.4879, -70.7441)",9.16,22.0,12:49,"[09:00, 21:00]",21:15,12:49,5.0,489.7,96.5,0.0,0.0,0.0,0.0,✅
13,6,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",12.72,30.5,13:25,—,—,—,—,—,—,—,0.0,0.0,—,🏠
13,7,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,—,17:00,—,—,—,—,0.0,0.0,—,🚗
13,8,1,K22,ORD-CL-202612-000514_144286823,"avenida. vicuna mackenna 3183, Estación Central, Santiago, Chile","(-33.4046, -70.7448)",15.14,43.2,17:43,"[09:00, 21:00]",21:15,17:43,5.0,1662.5,229.1,0.0,0.0,0.0,0.0,✅
